PPI,viral_prot,host_prot,class
NSP9~P34897,NSP9,P34897,Positive
ORF3A~P35610,ORF3A,P35610,Positive
NSP7~Q53LP3,NSP7,Q53LP3,Positive
NSP4~P52948,NSP4,P52948,Positive
ORF8~P02545,ORF8,P02545,Positive
E~Q9UNK0,E,Q9UNK0,Positive
NSP4~O14786,NSP4,O14786,Positive
ORF7A~P18754,ORF7A,P18754,Positive
NSP1~Q9UNS1,NSP1,Q9UNS1,Positive
ORF7A~Q6UWP7,ORF7A,Q6UWP7,Positive
NSP16~O00170,NSP16,O00170,Positive
NSP9~Q9HCK8,NSP9,Q9HCK8,Positive
NSP4~O60294,NSP4,O60294,Positive
ORF3B~P23458,ORF3B,P23458,Positive
ORF3B~Q9UIQ6,ORF3B,Q9UIQ6,Positive
NSP4~Q9NYM9,NSP4,Q9NYM9,Positive
N~Q9Y2K5,N,Q9Y2K5,Positive
ORF3B~P78504,ORF3B,P78504,Positive
S~Q8NHS3,S,Q8NHS3,Positive
M~Q8NC67,M,Q8NC67,Positive
ORF7B~P27449,ORF7B,P27449,Positive
ORF7A~Q8NC67,ORF7A,Q8NC67,Positive
M~P24752,M,P24752,Positive
M~Q8NDA8,M,Q8NDA8,Positive
ORF7B~O15120,ORF7B,O15120,Positive
NSP6~Q99943,NSP6,Q99943,Positive
M~Q6RW13,M,Q6RW13,Positive
ORF7B~Q6ZXV5,ORF7B,Q6ZXV5,Positive
M~Q15758,M,Q15758,Positive
ORF14~Q14202,ORF14,Q14202,Positive
NSP4~P62241,NSP4,P62241,Positive
NSP14~P50990,NSP14,P50990,Positive
ORF7B~P50443,ORF7B,P50443,Positive
NSP4~Q8WVM8,NSP4,Q8WVM8,Positive
N~Q9H1K0,N,Q9H1K0,Positive
M~O15155,M,O15155,Positive
ORF7B~P11717,ORF7B,P11717,Positive
M~Q96HR9,M,Q96HR9,Positive
NSP16~Q5JSZ5,NSP16,Q5JSZ5,Positive
M~P34932,M,P34932,Positive
M~Q58EX7,M,Q58EX7,Positive
ORF9C~Q9NV92,ORF9C,Q9NV92,Positive
M~Q8IXU6,M,Q8IXU6,Positive
M~O15344,M,O15344,Positive
M~Q8N2H3,M,Q8N2H3,Positive
ORF3A~P42684,ORF3A,P42684,Positive
NSP4~P60842,NSP4,P60842,Positive
S~Q9H3N1,S,Q9H3N1,Positive
ORF3B~Q92783,ORF3B,Q92783,Positive
S~P36956,S,P36956,Positive
NSP8~P04920,NSP8,P04920,Positive
ORF9B~Q6PI48,ORF9B,Q6PI48,Positive
NSP2~Q53HC0,NSP2,Q53HC0,Positive
ORF7B~Q96RQ1,ORF7B,Q96RQ1,Positive
NSP6~O94901,NSP6,O94901,Positive
ORF3A~Q8N357,ORF3A,Q8N357,Positive
ORF3A~Q8TBZ3,ORF3A,Q8TBZ3,Positive
E~Q99943,E,Q99943,Positive
M~Q8WVQ1,M,Q8WVQ1,Positive
ORF8~P05121,ORF8,P05121,Positive
ORF3A~P46781,ORF3A,P46781,Positive
ORF9B~Q15388,ORF9B,Q15388,Positive
E~O75886,E,O75886,Positive
M~Q9H2E6,M,Q9H2E6,Positive
M~O14880,M,O14880,Positive
NSP2~Q9BXF6,NSP2,Q9BXF6,Positive
ORF6~Q7Z7G8,ORF6,Q7Z7G8,Positive
M~Q96RU3,M,Q96RU3,Positive
ORF3B~Q8TBZ3,ORF3B,Q8TBZ3,Positive
ORF7B~O60725,ORF7B,O60725,Positive
ORF3B~Q9Y678,ORF3B,Q9Y678,Positive
NSP1~O00571,NSP1,O00571,Positive
ORF14~Q6ZU65,ORF14,Q6ZU65,Positive
ORF7B~P49069,ORF7B,P49069,Positive
NSP12~Q09666,NSP12,Q09666,Positive
NSP6~Q9GZM5,NSP6,Q9GZM5,Positive
NSP4~Q8WWI5,NSP4,Q8WWI5,Positive
NSP4~Q9NW15,NSP4,Q9NW15,Positive
NSP14~P39656,NSP14,P39656,Positive
M~P61009,M,P61009,Positive
NSP4~P18031,NSP4,P18031,Positive
ORF7B~Q03169,ORF7B,Q03169,Positive
M~Q9BXI6,M,Q9BXI6,Positive
NSP4~P04626,NSP4,P04626,Positive
ORF9B~P17655,ORF9B,P17655,Positive
ORF7A~Q14571,ORF7A,Q14571,Positive
ORF7A~Q9GZM5,ORF7A,Q9GZM5,Positive
ORF8~P10909,ORF8,P10909,Positive
ORF6~Q9UNK0,ORF6,Q9UNK0,Positive
E~Q93009,E,Q93009,Positive
ORF3B~P32322,ORF3B,P32322,Positive
ORF3A~Q9P2E5,ORF3A,Q9P2E5,Positive
M~P46926,M,P46926,Positive
NSP6~Q6IAN0,NSP6,Q6IAN0,Positive
NSP14~P14373,NSP14,P14373,Positive
ORF14~Q15050,ORF14,Q15050,Positive
ORF14~Q7Z5J4,ORF14,Q7Z5J4,Positive
ORF7A~Q9NQX7,ORF7A,Q9NQX7,Positive
NSP6~Q9H1E5,NSP6,Q9H1E5,Positive
NSP3~Q9BVA0,NSP3,Q9BVA0,Positive
ORF7A~Q92575,ORF7A,Q92575,Positive
M~Q00535,M,Q00535,Positive
ORF8~P84996,ORF8,P84996,Positive
ORF8~P63092,ORF8,P63092,Positive
ORF8~Q5JWF2,ORF8,Q5JWF2,Positive
ORF8~O95467,ORF8,O95467,Positive
ORF7B~Q9NUJ3,ORF7B,Q9NUJ3,Positive
NSP14~A8MTQ0,NSP14,A8MTQ0,Positive
E~Q6P1M0,E,Q6P1M0,Positive
ORF3B~Q9P2D6,ORF3B,Q9P2D6,Positive
N~Q149N8,N,Q149N8,Positive
NSP4~Q96PC5,NSP4,Q96PC5,Positive
ORF7A~P24723,ORF7A,P24723,Positive
NSP12~O95816,NSP12,O95816,Positive
ORF7A~Q9NZ45,ORF7A,Q9NZ45,Positive
M~O75845,M,O75845,Positive
N~Q9NW13,N,Q9NW13,Positive
ORF3A~P16422,ORF3A,P16422,Positive
E~Q92643,E,Q92643,Positive
E~Q9Y219,E,Q9Y219,Positive
E~P39656,E,P39656,Positive
ORF7B~O15020,ORF7B,O15020,Positive
ORF14~Q12797,ORF14,Q12797,Positive
NSP6~Q8IWB9,NSP6,Q8IWB9,Positive
ORF9B~O75694,ORF9B,O75694,Positive
ORF7B~Q9UPY5,ORF7B,Q9UPY5,Positive
ORF7A~Q96KG9,ORF7A,Q96KG9,Positive
ORF9B~O75534,ORF9B,O75534,Positive
E~O75396,E,O75396,Positive
ORF3A~Q8IWF6,ORF3A,Q8IWF6,Positive
NSP16~Q15185,NSP16,Q15185,Positive
NSP15~P22102,NSP15,P22102,Positive
ORF6~Q3YEC7,ORF6,Q3YEC7,Positive
ORF7B~P30825,ORF7B,P30825,Positive
ORF3A~O75197,ORF3A,O75197,Positive
NSP16~P42694,NSP16,P42694,Positive
NSP6~O95395,NSP6,O95395,Positive
S~O15033,S,O15033,Positive
NSP4~P27797,NSP4,P27797,Positive
ORF3A~Q3MJ13,ORF3A,Q3MJ13,Positive
S~Q6UVK1,S,Q6UVK1,Positive
NSP4~Q9H082,NSP4,Q9H082,Positive
ORF8~O43852,ORF8,O43852,Positive
M~Q14728,M,Q14728,Positive
ORF7A~P30519,ORF7A,P30519,Positive
NSP9~Q8TB52,NSP9,Q8TB52,Positive
N~P16989,N,P16989,Positive
M~O15118,M,O15118,Positive
ORF8~Q9BRJ7,ORF8,Q9BRJ7,Positive
N~Q9ULW3,N,Q9ULW3,Positive
ORF6~P13489,ORF6,P13489,Positive
ORF7B~P55735,ORF7B,P55735,Positive
ORF9B~Q4G0N4,ORF9B,Q4G0N4,Positive
NSP16~Q13608,NSP16,Q13608,Positive
NSP6~P04075,NSP6,P04075,Positive
M~Q9P0U3,M,Q9P0U3,Positive
NSP3~Q96AE7,NSP3,Q96AE7,Positive
ORF7A~P29317,ORF7A,P29317,Positive
ORF3A~Q96AY3,ORF3A,Q96AY3,Positive
ORF7B~P13667,ORF7B,P13667,Positive
N~Q9NUP9,N,Q9NUP9,Positive
NSP3~Q8WU76,NSP3,Q8WU76,Positive
ORF6~O75396,ORF6,O75396,Positive
M~Q5JRX3,M,Q5JRX3,Positive
ORF7A~P35606,ORF7A,P35606,Positive
E~P31641,E,P31641,Positive
ORF3A~O14745,ORF3A,O14745,Positive
ORF8~P62701,ORF8,P62701,Positive
ORF6~Q9NZ45,ORF6,Q9NZ45,Positive
NSP4~Q9P0S3,NSP4,Q9P0S3,Positive
ORF8~Q9Y2H6,ORF8,Q9Y2H6,Positive
NSP6~Q96EE3,NSP6,Q96EE3,Positive
ORF7B~Q9UGQ3,ORF7B,Q9UGQ3,Positive
ORF7B~Q8NCH0,ORF7B,Q8NCH0,Positive
M~P50416,M,P50416,Positive
NSP6~Q6NXT6,NSP6,Q6NXT6,Positive
NSP4~Q8IWR1,NSP4,Q8IWR1,Positive
NSP4~P15260,NSP4,P15260,Positive
ORF7B~Q8NCG7,ORF7B,Q8NCG7,Positive
ORF3B~Q8WUY1,ORF3B,Q8WUY1,Positive
NSP10~Q02952,NSP10,Q02952,Positive
ORF14~Q9NV31,ORF14,Q9NV31,Positive
ORF9C~Q9BTV4,ORF9C,Q9BTV4,Positive
ORF3A~Q02297,ORF3A,Q02297,Positive
ORF7B~P21397,ORF7B,P21397,Positive
S~Q15517,S,Q15517,Positive
NSP3~Q96HC4,NSP3,Q96HC4,Positive
ORF7B~Q9Y287,ORF7B,Q9Y287,Positive
N~O75563,N,O75563,Positive
ORF7A~Q5HYI8,ORF7A,Q5HYI8,Positive
NSP1~O15371,NSP1,O15371,Positive
S~O75439,S,O75439,Positive
NSP7~P15313,NSP7,P15313,Positive
ORF9C~Q96S52,ORF9C,Q96S52,Positive
E~A1L3X0,E,A1L3X0,Positive
ORF8~Q8NEN9,ORF8,Q8NEN9,Positive
ORF7A~P41743,ORF7A,P41743,Positive
M~P51589,M,P51589,Positive
ORF6~Q8TEH3,ORF6,Q8TEH3,Positive
NSP7~Q9GZT8,NSP7,Q9GZT8,Positive
NSP5~Q99873,NSP5,Q99873,Positive
M~Q8TEM1,M,Q8TEM1,Positive
NSP6~P50402,NSP6,P50402,Positive
ORF3A~Q9Y5K5,ORF3A,Q9Y5K5,Positive
ORF3A~P13164,ORF3A,P13164,Positive
NSP6~Q16563,NSP6,Q16563,Positive
ORF6~Q9P2R7,ORF6,Q9P2R7,Positive
ORF9B~P24666,ORF9B,P24666,Positive
ORF3A~Q9H3K2,ORF3A,Q9H3K2,Positive
NSP7~Q96N67,NSP7,Q96N67,Positive
ORF8~P78316,ORF8,P78316,Positive
NSP8~O75563,NSP8,O75563,Positive
M~Q9NVI1,M,Q9NVI1,Positive
M~P10321,M,P10321,Positive
M~Q9HBH5,M,Q9HBH5,Positive
NSP4~Q6P4Q7,NSP4,Q6P4Q7,Positive
NSP3~P07477,NSP3,P07477,Positive
M~Q9NR82,M,Q9NR82,Positive
ORF14~Q99805,ORF14,Q99805,Positive
NSP6~Q96N66,NSP6,Q96N66,Positive
ORF7B~P52429,ORF7B,P52429,Positive
NSP2~Q9Y6Q2,NSP2,Q9Y6Q2,Positive
M~O14662,M,O14662,Positive
ORF7A~Q9H6E5,ORF7A,Q9H6E5,Positive
NSP15~Q5TFE4,NSP15,Q5TFE4,Positive
M~O00213,M,O00213,Positive
M~Q00610,M,Q00610,Positive
ORF6~P62820,ORF6,P62820,Positive
NSP12~Q9Y485,NSP12,Q9Y485,Positive
E~Q9UBM7,E,Q9UBM7,Positive
ORF6~Q9HBM0,ORF6,Q9HBM0,Positive
NSP2~Q96B54,NSP2,Q96B54,Positive
NSP6~Q8N6S5,NSP6,Q8N6S5,Positive
ORF3A~P29320,ORF3A,P29320,Positive
NSP7~O95793,NSP7,O95793,Positive
ORF3A~Q9BUN8,ORF3A,Q9BUN8,Positive
M~Q9NPA0,M,Q9NPA0,Positive
ORF14~P20719,ORF14,P20719,Positive
ORF14~Q9H583,ORF14,Q9H583,Positive
ORF9B~Q9Y265,ORF9B,Q9Y265,Positive
ORF7A~Q587I9,ORF7A,Q587I9,Positive
ORF9B~P36776,ORF9B,P36776,Positive
ORF3A~P28907,ORF3A,P28907,Positive
ORF7A~O15427,ORF7A,O15427,Positive
NSP15~O00443,NSP15,O00443,Positive
NSP4~Q14849,NSP4,Q14849,Positive
NSP15~P56945,NSP15,P56945,Positive
NSP2~Q96JH7,NSP2,Q96JH7,Positive
ORF7A~Q9Y2G1,ORF7A,Q9Y2G1,Positive
NSP4~Q13439,NSP4,Q13439,Positive
ORF3B~Q15758,ORF3B,Q15758,Positive
ORF8~E9PRG8,ORF8,E9PRG8,Positive
ORF3A~P00491,ORF3A,P00491,Positive
NSP6~Q99829,NSP6,Q99829,Positive
NSP7~P51587,NSP7,P51587,Positive
ORF7B~Q14739,ORF7B,Q14739,Positive
ORF7A~P61254,ORF7A,P61254,Positive
ORF6~Q15436,ORF6,Q15436,Positive
ORF9C~O15438,ORF9C,O15438,Positive
ORF14~P78316,ORF14,P78316,Positive
ORF3B~O00189,ORF3B,O00189,Positive
ORF7A~Q5J8M3,ORF7A,Q5J8M3,Positive
M~O60353,M,O60353,Positive
ORF6~O43399,ORF6,O43399,Positive
ORF7A~P57081,ORF7A,P57081,Positive
E~Q14739,E,Q14739,Positive
NSP4~Q9UNX4,NSP4,Q9UNX4,Positive
ORF3A~P84077,ORF3A,P84077,Positive
ORF7B~Q9Y487,ORF7B,Q9Y487,Positive
S~Q14914,S,Q14914,Positive
ORF8~O15533,ORF8,O15533,Positive
NSP4~Q9UM47,NSP4,Q9UM47,Positive
E~P78536,E,P78536,Positive
ORF9B~Q07021,ORF9B,Q07021,Positive
NSP6~P51648,NSP6,P51648,Positive
NSP14~P33992,NSP14,P33992,Positive
NSP3~Q8WUY1,NSP3,Q8WUY1,Positive
ORF9B~Q6L8Q7,ORF9B,Q6L8Q7,Positive
ORF7B~Q8N183,ORF7B,Q8N183,Positive
ORF3B~Q15043,ORF3B,Q15043,Positive
M~Q14156,M,Q14156,Positive
ORF7B~O00559,ORF7B,O00559,Positive
NSP6~Q9P258,NSP6,Q9P258,Positive
NSP6~O94830,NSP6,O94830,Positive
ORF8~Q8IXB1,ORF8,Q8IXB1,Positive
ORF9B~O75688,ORF9B,O75688,Positive
E~Q9BSJ5,E,Q9BSJ5,Positive
ORF14~Q13111,ORF14,Q13111,Positive
E~Q8N128,E,Q8N128,Positive
ORF7B~P16070,ORF7B,P16070,Positive
ORF3B~Q9UHW9,ORF3B,Q9UHW9,Positive
ORF7B~Q9UI09,ORF7B,Q9UI09,Positive
ORF3A~Q9HB21,ORF3A,Q9HB21,Positive
E~O95864,E,O95864,Positive
NSP5~Q8TED0,NSP5,Q8TED0,Positive
NSP4~O15258,NSP4,O15258,Positive
ORF7B~Q6IC98,ORF7B,Q6IC98,Positive
ORF8~O15498,ORF8,O15498,Positive
ORF9B~Q96SZ6,ORF9B,Q96SZ6,Positive
ORF3A~Q96Q05,ORF3A,Q96Q05,Positive
NSP14~Q92544,NSP14,Q92544,Positive
M~O95197,M,O95197,Positive
NSP4~Q96SQ9,NSP4,Q96SQ9,Positive
M~Q8WXF7,M,Q8WXF7,Positive
N~Q96M89,N,Q96M89,Positive
NSP6~Q96HE9,NSP6,Q96HE9,Positive
NSP7~Q13884,NSP7,Q13884,Positive
NSP4~Q8TDX7,NSP4,Q8TDX7,Positive
ORF7B~P50454,ORF7B,P50454,Positive
NSP6~Q9HBR0,NSP6,Q9HBR0,Positive
NSP4~P62424,NSP4,P62424,Positive
NSP6~Q8WVV9,NSP6,Q8WVV9,Positive
NSP4~Q5T8D3,NSP4,Q5T8D3,Positive
ORF3B~P57088,ORF3B,P57088,Positive
M~Q9Y2V7,M,Q9Y2V7,Positive
ORF6~Q8N766,ORF6,Q8N766,Positive
ORF3A~P23634,ORF3A,P23634,Positive
ORF6~Q99650,ORF6,Q99650,Positive
ORF7A~Q6NUK4,ORF7A,Q6NUK4,Positive
ORF6~O43396,ORF6,O43396,Positive
ORF8~O43765,ORF8,O43765,Positive
ORF7B~O15027,ORF7B,O15027,Positive
M~Q9UGP8,M,Q9UGP8,Positive
M~Q658Y4,M,Q658Y4,Positive
ORF7A~Q13257,ORF7A,Q13257,Positive
ORF7B~Q9NPH3,ORF7B,Q9NPH3,Positive
NSP16~Q99550,NSP16,Q99550,Positive
ORF7B~P23284,ORF7B,P23284,Positive
M~Q8IWT6,M,Q8IWT6,Positive
NSP4~O95831,NSP4,O95831,Positive
S~Q9BTV4,S,Q9BTV4,Positive
N~Q14680,N,Q14680,Positive
ORF7B~Q9HDC5,ORF7B,Q9HDC5,Positive
NSP2~P58004,NSP2,P58004,Positive
ORF7A~Q92685,ORF7A,Q92685,Positive
ORF7B~Q93009,ORF7B,Q93009,Positive
ORF7A~Q16584,ORF7A,Q16584,Positive
ORF9B~P23368,ORF9B,P23368,Positive
ORF8~Q9BXK1,ORF8,Q9BXK1,Positive
ORF7B~P19022,ORF7B,P19022,Positive
ORF7B~O00192,ORF7B,O00192,Positive
ORF7B~Q8TCD1,ORF7B,Q8TCD1,Positive
ORF6~Q969M3,ORF6,Q969M3,Positive
NSP12~P00338,NSP12,P00338,Positive
M~P04920,M,P04920,Positive
NSP12~A5YKK6,NSP12,A5YKK6,Positive
ORF6~B7ZAQ6,ORF6,B7ZAQ6,Positive
ORF6~Q9H2G9,ORF6,Q9H2G9,Positive
ORF3A~Q9H270,ORF3A,Q9H270,Positive
M~Q99618,M,Q99618,Positive
NSP12~Q9BRQ0,NSP12,Q9BRQ0,Positive
M~Q13642,M,Q13642,Positive
ORF7A~Q9UM00,ORF7A,Q9UM00,Positive
ORF6~O75146,ORF6,O75146,Positive
E~Q13526,E,Q13526,Positive
M~O75787,M,O75787,Positive
NSP16~P82933,NSP16,P82933,Positive
M~Q15008,M,Q15008,Positive
ORF7B~Q5T3F8,ORF7B,Q5T3F8,Positive
ORF9B~Q9BYT8,ORF9B,Q9BYT8,Positive
ORF8~O00469,ORF8,O00469,Positive
NSP16~Q9Y2I1,NSP16,Q9Y2I1,Positive
ORF6~O15258,ORF6,O15258,Positive
ORF7B~P39023,ORF7B,P39023,Positive
NSP16~Q5JR59,NSP16,Q5JR59,Positive
NSP8~P17655,NSP8,P17655,Positive
ORF7A~O14763,ORF7A,O14763,Positive
NSP6~Q9H583,NSP6,Q9H583,Positive
M~Q96S97,M,Q96S97,Positive
M~Q99640,M,Q99640,Positive
ORF7B~Q08379,ORF7B,Q08379,Positive
NSP6~O15027,NSP6,O15027,Positive
NSP7~Q9Y241,NSP7,Q9Y241,Positive
NSP4~Q9Y5E7,NSP4,Q9Y5E7,Positive
NSP10~O43149,NSP10,O43149,Positive
M~O95864,M,O95864,Positive
ORF10~Q96GC5,ORF10,Q96GC5,Positive
S~P26038,S,P26038,Positive
NSP4~O75410,NSP4,O75410,Positive
ORF3A~P14314,ORF3A,P14314,Positive
NSP4~Q92979,NSP4,Q92979,Positive
ORF9B~P62191,ORF9B,P62191,Positive
ORF8~Q16850,ORF8,Q16850,Positive
ORF9C~O00231,ORF9C,O00231,Positive
M~Q9NRZ7,M,Q9NRZ7,Positive
NSP6~P31040,NSP6,P31040,Positive
ORF7B~P47900,ORF7B,P47900,Positive
ORF14~Q9NPA0,ORF14,Q9NPA0,Positive
NSP14~Q8NBQ5,NSP14,Q8NBQ5,Positive
ORF7B~Q9BX79,ORF7B,Q9BX79,Positive
ORF8~Q9H8W4,ORF8,Q9H8W4,Positive
ORF9B~Q9NVH0,ORF9B,Q9NVH0,Positive
NSP6~O15439,NSP6,O15439,Positive
ORF8~Q5T9L3,ORF8,Q5T9L3,Positive
ORF7B~Q14019,ORF7B,Q14019,Positive
NSP13~P51116,NSP13,P51116,Positive
ORF9B~Q8N2A8,ORF9B,Q8N2A8,Positive
NSP10~Q9NX70,NSP10,Q9NX70,Positive
ORF7B~P13498,ORF7B,P13498,Positive
ORF3A~Q7Z392,ORF3A,Q7Z392,Positive
M~Q9HC62,M,Q9HC62,Positive
NSP7~P09936,NSP7,P09936,Positive
NSP4~Q6PL24,NSP4,Q6PL24,Positive
NSP2~Q9HCI7,NSP2,Q9HCI7,Positive
NSP3~Q99640,NSP3,Q99640,Positive
ORF3B~Q15464,ORF3B,Q15464,Positive
M~Q9BXB4,M,Q9BXB4,Positive
E~Q6P1A2,E,Q6P1A2,Positive
M~O00264,M,O00264,Positive
NSP4~Q8WTW3,NSP4,Q8WTW3,Positive
ORF6~Q8TEM1,ORF6,Q8TEM1,Positive
ORF9B~Q9H2P9,ORF9B,Q9H2P9,Positive
ORF3A~O43752,ORF3A,O43752,Positive
NSP9~O60281,NSP9,O60281,Positive
M~Q9H9T3,M,Q9H9T3,Positive
ORF3A~Q2PZI1,ORF3A,Q2PZI1,Positive
M~Q9Y5G0,M,Q9Y5G0,Positive
ORF8~P18031,ORF8,P18031,Positive
NSP8~Q15477,NSP8,Q15477,Positive
NSP4~Q12769,NSP4,Q12769,Positive
NSP6~P20020,NSP6,P20020,Positive
S~Q8N5Y8,S,Q8N5Y8,Positive
NSP5~O60427,NSP5,O60427,Positive
ORF7B~Q9UNK9,ORF7B,Q9UNK9,Positive
ORF7A~O60831,ORF7A,O60831,Positive
M~P54760,M,P54760,Positive
S~P67812,S,P67812,Positive
ORF7B~O15440,ORF7B,O15440,Positive
NSP15~Q86US8,NSP15,Q86US8,Positive
ORF3B~Q15375,ORF3B,Q15375,Positive
NSP4~P50851,NSP4,P50851,Positive
E~Q14667,E,Q14667,Positive
NSP16~Q9P2P1,NSP16,Q9P2P1,Positive
ORF6~Q7Z434,ORF6,Q7Z434,Positive
ORF9C~Q9BVK2,ORF9C,Q9BVK2,Positive
NSP4~P41440,NSP4,P41440,Positive
S~Q2TAY7,S,Q2TAY7,Positive
ORF6~P12931,ORF6,P12931,Positive
N~P08708,N,P08708,Positive
NSP6~Q8NBM4,NSP6,Q8NBM4,Positive
ORF7B~Q969E2,ORF7B,Q969E2,Positive
ORF3B~O14828,ORF3B,O14828,Positive
E~Q15006,E,Q15006,Positive
NSP4~Q9BQE5,NSP4,Q9BQE5,Positive
N~O75817,N,O75817,Positive
ORF7B~Q9Y394,ORF7B,Q9Y394,Positive
ORF7B~P62266,ORF7B,P62266,Positive
ORF9B~Q15185,ORF9B,Q15185,Positive
NSP16~Q9BYV2,NSP16,Q9BYV2,Positive
M~Q9Y2S7,M,Q9Y2S7,Positive
ORF7B~Q9NXK6,ORF7B,Q9NXK6,Positive
ORF3A~Q9NRW7,ORF3A,Q9NRW7,Positive
NSP6~Q15042,NSP6,Q15042,Positive
ORF7B~Q6P158,ORF7B,Q6P158,Positive
NSP12~Q53GS7,NSP12,Q53GS7,Positive
ORF14~Q99835,ORF14,Q99835,Positive
ORF8~Q14697,ORF8,Q14697,Positive
NSP2~Q5RKV6,NSP2,Q5RKV6,Positive
NSP2~Q9H7Z6,NSP2,Q9H7Z6,Positive
M~O43427,M,O43427,Positive
ORF14~Q3KR37,ORF14,Q3KR37,Positive
N~O75147,N,O75147,Positive
ORF7A~Q9Y666,ORF7A,Q9Y666,Positive
ORF7A~Q99650,ORF7A,Q99650,Positive
NSP14~Q9Y3X0,NSP14,Q9Y3X0,Positive
ORF8~Q86UE4,ORF8,Q86UE4,Positive
ORF8~O75503,ORF8,O75503,Positive
ORF3B~Q9NQC8,ORF3B,Q9NQC8,Positive
M~Q9NXW2,M,Q9NXW2,Positive
ORF7A~Q9P258,ORF7A,Q9P258,Positive
ORF7A~P05198,ORF7A,P05198,Positive
ORF7B~Q12772,ORF7B,Q12772,Positive
ORF7A~Q12797,ORF7A,Q12797,Positive
ORF8~Q4ZIN3,ORF8,Q4ZIN3,Positive
NSP7~Q9H3R5,NSP7,Q9H3R5,Positive
NSP13~O75436,NSP13,O75436,Positive
M~O75223,M,O75223,Positive
NSP14~O94986,NSP14,O94986,Positive
NSP3~Q06787,NSP3,Q06787,Positive
M~P49810,M,P49810,Positive
ORF7B~Q24JP5,ORF7B,Q24JP5,Positive
ORF3A~Q86XX4,ORF3A,Q86XX4,Positive
NSP6~Q9Y678,NSP6,Q9Y678,Positive
S~O15270,S,O15270,Positive
E~Q15011,E,Q15011,Positive
ORF9C~Q9HD20,ORF9C,Q9HD20,Positive
NSP2~O75884,NSP2,O75884,Positive
E~Q9UDY4,E,Q9UDY4,Positive
ORF7B~Q92968,ORF7B,Q92968,Positive
ORF7A~P52569,ORF7A,P52569,Positive
M~Q6ZVF9,M,Q6ZVF9,Positive
NSP4~Q16850,NSP4,Q16850,Positive
ORF8~O00478,ORF8,O00478,Positive
ORF7B~Q13488,ORF7B,Q13488,Positive
E~O75390,E,O75390,Positive
M~Q8NEN9,M,Q8NEN9,Positive
NSP13~Q6RW13,NSP13,Q6RW13,Positive
ORF9B~P23921,ORF9B,P23921,Positive
NSP4~Q9UNQ0,NSP4,Q9UNQ0,Positive
NSP7~P48552,NSP7,P48552,Positive
S~Q15006,S,Q15006,Positive
NSP13~P13498,NSP13,P13498,Positive
ORF8~Q05048,ORF8,Q05048,Positive
NSP12~O94927,NSP12,O94927,Positive
NSP6~Q9Y2T2,NSP6,Q9Y2T2,Positive
ORF14~Q8WUA4,ORF14,Q8WUA4,Positive
ORF7A~Q5UCC4,ORF7A,Q5UCC4,Positive
NSP6~Q9Y6B6,NSP6,Q9Y6B6,Positive
ORF7B~Q96BA8,ORF7B,Q96BA8,Positive
ORF7B~Q96KG9,ORF7B,Q96KG9,Positive
M~Q6Y2X3,M,Q6Y2X3,Positive
ORF3A~Q7KZN9,ORF3A,Q7KZN9,Positive
ORF3B~Q96CN9,ORF3B,Q96CN9,Positive
NSP4~Q9ULF5,NSP4,Q9ULF5,Positive
S~P54760,S,P54760,Positive
ORF14~Q5TGY3,ORF14,Q5TGY3,Positive
E~Q86XL3,E,Q86XL3,Positive
M~Q9H019,M,Q9H019,Positive
ORF3B~Q9NZC7,ORF3B,Q9NZC7,Positive
NSP5~Q8IWA0,NSP5,Q8IWA0,Positive
NSP4~Q9UBG0,NSP4,Q9UBG0,Positive
ORF7B~O60716,ORF7B,O60716,Positive
ORF6~Q9Y5F0,ORF6,Q9Y5F0,Positive
ORF8~A0PK00,ORF8,A0PK00,Positive
ORF8~Q9Y2S6,ORF8,Q9Y2S6,Positive
S~Q9UET6,S,Q9UET6,Positive
ORF14~Q86Y07,ORF14,Q86Y07,Positive
ORF8~Q8NCH0,ORF8,Q8NCH0,Positive
ORF7B~Q9H8H3,ORF7B,Q9H8H3,Positive
NSP5~Q92930,NSP5,Q92930,Positive
NSP6~Q6UWN5,NSP6,Q6UWN5,Positive
ORF7B~Q96S52,ORF7B,Q96S52,Positive
ORF6~Q9ULT0,ORF6,Q9ULT0,Positive
NSP4~P34896,NSP4,P34896,Positive
ORF7A~P78348,ORF7A,P78348,Positive
NSP4~Q9Y394,NSP4,Q9Y394,Positive
E~Q86X29,E,Q86X29,Positive
ORF7B~Q9BQE5,ORF7B,Q9BQE5,Positive
S~Q9Y2Q5,S,Q9Y2Q5,Positive
ORF3B~P53355,ORF3B,P53355,Positive
NSP7~A1L390,NSP7,A1L390,Positive
N~O60506,N,O60506,Positive
NSP4~Q6P6B1,NSP4,Q6P6B1,Positive
NSP6~Q6NT16,NSP6,Q6NT16,Positive
ORF7A~Q9BZG1,ORF7A,Q9BZG1,Positive
ORF7A~P0DI83,ORF7A,P0DI83,Positive
S~Q96PU5,S,Q96PU5,Positive
N~Q7L590,N,Q7L590,Positive
NSP6~Q6NUM9,NSP6,Q6NUM9,Positive
ORF6~Q9BS16,ORF6,Q9BS16,Positive
S~Q15436,S,Q15436,Positive
ORF7B~O76003,ORF7B,O76003,Positive
ORF7B~Q13257,ORF7B,Q13257,Positive
ORF7B~O60503,ORF7B,O60503,Positive
ORF7B~Q13526,ORF7B,Q13526,Positive
