PPI,viral_prot,host_prot,class
NSP5_C145A~Q92621,NSP5_C145A,Q92621,Negative
NSP7~Q04726,NSP7,Q04726,Negative
NSP12~Q52LJ0,NSP12,Q52LJ0,Negative
N~A4D1E9,N,A4D1E9,Negative
ORF8B~P55327,ORF8B,P55327,Negative
NSP15~Q13643,NSP15,Q13643,Negative
NSP13~P04062,NSP13,P04062,Negative
ORF7A~Q9H2J7,ORF7A,Q9H2J7,Negative
NSP7~P52701,NSP7,P52701,Negative
NSP2~P29083,NSP2,P29083,Negative
M~P21359,M,P21359,Negative
NSP10~Q9NRK6,NSP10,Q9NRK6,Negative
NSP4~O43759,NSP4,O43759,Negative
ORF6~Q96GD4,ORF6,Q96GD4,Negative
NSP2~Q9BTY2,NSP2,Q9BTY2,Negative
NSP11~P82979,NSP11,P82979,Negative
NSP9~Q9H583,NSP9,Q9H583,Negative
ORF8B~O95391,ORF8B,O95391,Negative
ORF7A~P14314,ORF7A,P14314,Negative
ORF9B~Q9BZQ6,ORF9B,Q9BZQ6,Negative
ORF8B~Q9HC56,ORF8B,Q9HC56,Negative
M~P51948,M,P51948,Negative
NSP15~Q6P5X5,NSP15,Q6P5X5,Negative
ORF3A~Q15072,ORF3A,Q15072,Negative
ORF3B~O00142,ORF3B,O00142,Negative
NSP9~Q9H6S0,NSP9,Q9H6S0,Negative
NSP11~Q9Y487,NSP11,Q9Y487,Negative
NSP10~Q13310,NSP10,Q13310,Negative
NSP4~P43897,NSP4,P43897,Negative
NSP4~Q5JTV8,NSP4,Q5JTV8,Negative
ORF9C~Q14CZ7,ORF9C,Q14CZ7,Negative
E~Q96HE7,E,Q96HE7,Negative
NSP9~Q9UPQ8,NSP9,Q9UPQ8,Negative
NSP11~Q969F1,NSP11,Q969F1,Negative
NSP11~O60220,NSP11,O60220,Negative
ORF8A~Q12846,ORF8A,Q12846,Negative
E~Q9H488,E,Q9H488,Negative
NSP14~Q9H6F5,NSP14,Q9H6F5,Negative
NSP13~P49589,NSP13,P49589,Negative
N~Q8IWR0,N,Q8IWR0,Negative
ORF9C~Q9UJC5,ORF9C,Q9UJC5,Negative
NSP7~O75190,NSP7,O75190,Negative
ORF8A~Q9H3U5,ORF8A,Q9H3U5,Negative
ORF8B~P34932,ORF8B,P34932,Negative
ORF9C~Q9BW60,ORF9C,Q9BW60,Negative
M~Q96EA4,M,Q96EA4,Negative
NSP5~Q9BTA9,NSP5,Q9BTA9,Negative
NSP6~O95684,NSP6,O95684,Negative
ORF9B~Q9BSK2,ORF9B,Q9BSK2,Negative
NSP10~O95258,NSP10,O95258,Negative
ORF6~Q99653,ORF6,Q99653,Negative
NSP1~Q96SB4,NSP1,Q96SB4,Negative
NSP1~Q8NCA5,NSP1,Q8NCA5,Negative
NSP5_C145A~Q6PI48,NSP5_C145A,Q6PI48,Negative
ORF7A~Q9NXH9,ORF7A,Q9NXH9,Negative
ORF6~Q3SXM0,ORF6,Q3SXM0,Negative
NSP5~O95167,NSP5,O95167,Negative
NSP16~Q9Y2J4,NSP16,Q9Y2J4,Negative
NSP10~Q9BUI4,NSP10,Q9BUI4,Negative
NSP12~Q9HAV7,NSP12,Q9HAV7,Negative
NSP11~Q14746,NSP11,Q14746,Negative
ORF6~Q6P3X3,ORF6,Q6P3X3,Negative
M~Q96ER9,M,Q96ER9,Negative
NSP14~Q96HP0,NSP14,Q96HP0,Negative
NSP1~Q9H8H3,NSP1,Q9H8H3,Negative
ORF8B~Q9BQT8,ORF8B,Q9BQT8,Negative
N~Q5JSJ4,N,Q5JSJ4,Negative
ORF8B~P54277,ORF8B,P54277,Negative
ORF3B~P17050,ORF3B,P17050,Negative
ORF9B~Q9UPT9,ORF9B,Q9UPT9,Negative
ORF7A~O95684,ORF7A,O95684,Negative
E~Q9Y256,E,Q9Y256,Negative
NSP1~Q15011,NSP1,Q15011,Negative
NSP7~Q9Y2Z4,NSP7,Q9Y2Z4,Negative
NSP2~Q9H9S3,NSP2,Q9H9S3,Negative
ORF6~Q5VUA4,ORF6,Q5VUA4,Negative
NSP5~P58004,NSP5,P58004,Negative
ORF8A~Q96EC8,ORF8A,Q96EC8,Negative
ORF9B~P16591,ORF9B,P16591,Negative
NSP8~Q14596,NSP8,Q14596,Negative
ORF8A~Q1ED39,ORF8A,Q1ED39,Negative
NSP4~Q96PY6,NSP4,Q96PY6,Negative
NSP10~Q96AQ6,NSP10,Q96AQ6,Negative
ORF9B~Q9BSJ2,ORF9B,Q9BSJ2,Negative
ORF3B~Q9P2R7,ORF3B,Q9P2R7,Negative
NSP2~Q9Y5N6,NSP2,Q9Y5N6,Negative
NSP10~Q9BQ95,NSP10,Q9BQ95,Negative
ORF9C~O76094,ORF9C,O76094,Negative
ORF7A~P17612,ORF7A,P17612,Negative
NSP5~P10398,NSP5,P10398,Negative
ORF9B~Q5RI15,ORF9B,Q5RI15,Negative
ORF6~Q9NQC3,ORF6,Q9NQC3,Negative
NSP10~P17152,NSP10,P17152,Negative
S~Q7Z434,S,Q7Z434,Negative
NSP5~P61604,NSP5,P61604,Negative
NSP14~Q9Y487,NSP14,Q9Y487,Negative
NSP9~Q9NQ48,NSP9,Q9NQ48,Negative
NSP11~Q9H7Z7,NSP11,Q9H7Z7,Negative
ORF9B~Q7Z434,ORF9B,Q7Z434,Negative
NSP13~O75063,NSP13,O75063,Negative
NSP15~P49768,NSP15,P49768,Negative
NSP15~P34949,NSP15,P34949,Negative
NSP8~Q8TB37,NSP8,Q8TB37,Negative
ORF3B~Q96AX1,ORF3B,Q96AX1,Negative
ORF3B~Q4ZIN3,ORF3B,Q4ZIN3,Negative
NSP14~Q5VU43,NSP14,Q5VU43,Negative
NSP16~Q9NXH9,NSP16,Q9NXH9,Negative
ORF3B~Q9Y6D9,ORF3B,Q9Y6D9,Negative
ORF9B~O43772,ORF9B,O43772,Negative
NSP11~Q9NYZ3,NSP11,Q9NYZ3,Negative
NSP15~P39023,NSP15,P39023,Negative
NSP6~P49642,NSP6,P49642,Negative
NSP8~Q15027,NSP8,Q15027,Negative
N~Q9Y6R9,N,Q9Y6R9,Negative
NSP5~O95613,NSP5,O95613,Negative
NSP1~Q9UH62,NSP1,Q9UH62,Negative
NSP15~O43818,NSP15,O43818,Negative
NSP2~Q9GZZ1,NSP2,Q9GZZ1,Negative
S~Q8IYE1,S,Q8IYE1,Negative
ORF9C~Q3SXM0,ORF9C,Q3SXM0,Negative
NSP15~Q8NDI1,NSP15,Q8NDI1,Negative
N~P15954,N,P15954,Negative
NSP15~Q9BUB7,NSP15,Q9BUB7,Negative
NSP2~O15144,NSP2,O15144,Negative
NSP11~P48735,NSP11,P48735,Negative
NSP10~Q96S97,NSP10,Q96S97,Negative
N~P27448,N,P27448,Negative
NSP5_C145A~P48735,NSP5_C145A,P48735,Negative
NSP8~O00124,NSP8,O00124,Negative
NSP9~Q96LR5,NSP9,Q96LR5,Negative
ORF9C~P11166,ORF9C,P11166,Negative
N~O95139,N,O95139,Negative
NSP12~Q15006,NSP12,Q15006,Negative
NSP16~O60524,NSP16,O60524,Negative
ORF8A~P78318,ORF8A,P78318,Negative
NSP7~P27544,NSP7,P27544,Negative
NSP9~Q8WYL5,NSP9,Q8WYL5,Negative
ORF9B~Q9Y3D5,ORF9B,Q9Y3D5,Negative
M~Q4G0J3,M,Q4G0J3,Negative
ORF8B~Q9H7E9,ORF8B,Q9H7E9,Negative
NSP11~Q14765,NSP11,Q14765,Negative
NSP6~Q9BQ04,NSP6,Q9BQ04,Negative
ORF3B~Q9H2V7,ORF3B,Q9H2V7,Negative
ORF8B~Q9P287,ORF8B,Q9P287,Negative
ORF8B~Q9Y487,ORF8B,Q9Y487,Negative
NSP6~Q14692,NSP6,Q14692,Negative
NSP13~Q9P0I2,NSP13,Q9P0I2,Negative
S~Q6ZRP7,S,Q6ZRP7,Negative
ORF9B~Q8N4Q1,ORF9B,Q8N4Q1,Negative
NSP13~Q7LGA3,NSP13,Q7LGA3,Negative
NSP14~Q96M86,NSP14,Q96M86,Negative
N~P13674,N,P13674,Negative
NSP8~O00746,NSP8,O00746,Negative
ORF3A~Q5VUJ6,ORF3A,Q5VUJ6,Negative
NSP7~Q8IX90,NSP7,Q8IX90,Negative
NSP13~Q13438,NSP13,Q13438,Negative
M~Q9H8H2,M,Q9H8H2,Negative
ORF3B~Q99622,ORF3B,Q99622,Negative
NSP10~P38159,NSP10,P38159,Negative
NSP4~P05091,NSP4,P05091,Negative
ORF8A~Q15154,ORF8A,Q15154,Negative
ORF6~O60427,ORF6,O60427,Negative
S~Q6UW78,S,Q6UW78,Negative
NSP16~Q4G0J3,NSP16,Q4G0J3,Negative
NSP6~P82979,NSP6,P82979,Negative
NSP5~P17050,NSP5,P17050,Negative
ORF9C~Q03001,ORF9C,Q03001,Negative
NSP8~Q9NW08,NSP8,Q9NW08,Negative
ORF9B~Q7Z4V5,ORF9B,Q7Z4V5,Negative
NSP6~Q9Y6R9,NSP6,Q9Y6R9,Negative
NSP13~Q96CW1,NSP13,Q96CW1,Negative
NSP11~P18124,NSP11,P18124,Negative
NSP2~Q8IZV5,NSP2,Q8IZV5,Negative
NSP7~Q9BRT2,NSP7,Q9BRT2,Negative
ORF3B~Q9NUJ3,ORF3B,Q9NUJ3,Negative
NSP14~Q13395,NSP14,Q13395,Negative
NSP4~Q9Y2R0,NSP4,Q9Y2R0,Negative
NSP13~Q9BTV4,NSP13,Q9BTV4,Negative
ORF9C~O60524,ORF9C,O60524,Negative
ORF9C~Q96S97,ORF9C,Q96S97,Negative
NSP10~P34949,NSP10,P34949,Negative
NSP9~Q8TCJ2,NSP9,Q8TCJ2,Negative
N~Q86TU7,N,Q86TU7,Negative
NSP8~Q9UNX3,NSP8,Q9UNX3,Negative
NSP15~Q9UHA3,NSP15,Q9UHA3,Negative
NSP12~Q6UW68,NSP12,Q6UW68,Negative
ORF3B~Q9H116,ORF3B,Q9H116,Negative
NSP2~P55327,NSP2,P55327,Negative
NSP4~O95299,NSP4,O95299,Negative
NSP10~Q9H8K7,NSP10,Q9H8K7,Negative
NSP7~O95707,NSP7,O95707,Negative
ORF9C~Q8N5D0,ORF9C,Q8N5D0,Negative
NSP11~Q9UHB9,NSP11,Q9UHB9,Negative
NSP12~O75665,NSP12,O75665,Negative
ORF3A~Q7L0J3,ORF3A,Q7L0J3,Negative
NSP14~Q96G21,NSP14,Q96G21,Negative
ORF3B~Q7LBC6,ORF3B,Q7LBC6,Negative
NSP12~Q13409,NSP12,Q13409,Negative
ORF6~O60568,ORF6,O60568,Negative
NSP4~Q9NUN5,NSP4,Q9NUN5,Negative
NSP15~Q96HW7,NSP15,Q96HW7,Negative
S~L0R8F8,S,L0R8F8,Negative
NSP8~P82979,NSP8,P82979,Negative
NSP13~Q8NEW0,NSP13,Q8NEW0,Negative
NSP7~Q96HW7,NSP7,Q96HW7,Negative
ORF8B~Q6DD87,ORF8B,Q6DD87,Negative
ORF3B~P32189,ORF3B,P32189,Negative
NSP10~Q15027,NSP10,Q15027,Negative
NSP7~O14727,NSP7,O14727,Negative
E~Q92624,E,Q92624,Negative
ORF3A~Q5M775,ORF3A,Q5M775,Negative
NSP13~A5PL33,NSP13,A5PL33,Negative
NSP10~P48735,NSP10,P48735,Negative
E~Q7Z7A3,E,Q7Z7A3,Negative
ORF8B~Q71RC2,ORF8B,Q71RC2,Negative
NSP7~Q15843,NSP7,Q15843,Negative
NSP13~P52429,NSP13,P52429,Negative
ORF9C~Q6NUN9,ORF9C,Q6NUN9,Negative
N~Q96QU8,N,Q96QU8,Negative
E~Q9Y639,E,Q9Y639,Negative
NSP5_C145A~Q9Y519,NSP5_C145A,Q9Y519,Negative
ORF6~Q53HI1,ORF6,Q53HI1,Negative
N~Q8TBF5,N,Q8TBF5,Negative
ORF7A~Q9BQE4,ORF7A,Q9BQE4,Negative
ORF3B~Q96P47,ORF3B,Q96P47,Negative
NSP7~Q9NUD5,NSP7,Q9NUD5,Negative
E~Q9NTM9,E,Q9NTM9,Negative
NSP11~Q6PJ61,NSP11,Q6PJ61,Negative
NSP12~O15143,NSP12,O15143,Negative
ORF8A~Q9Y2K2,ORF8A,Q9Y2K2,Negative
NSP12~Q969H8,NSP12,Q969H8,Negative
NSP8~P04181,NSP8,P04181,Negative
NSP4~P06280,NSP4,P06280,Negative
N~O76071,N,O76071,Negative
ORF3B~O76024,ORF3B,O76024,Negative
NSP8~O95747,NSP8,O95747,Negative
NSP7~Q8N357,NSP7,Q8N357,Negative
NSP10~Q8TD19,NSP10,Q8TD19,Negative
NSP14~Q9UPQ8,NSP14,Q9UPQ8,Negative
NSP7~Q99584,NSP7,Q99584,Negative
NSP12~Q96CW1,NSP12,Q96CW1,Negative
ORF7A~Q8NBF2,ORF7A,Q8NBF2,Negative
E~O94874,E,O94874,Negative
ORF3B~Q92820,ORF3B,Q92820,Negative
S~Q8N4Z0,S,Q8N4Z0,Negative
NSP5_C145A~O60568,NSP5_C145A,O60568,Negative
ORF3A~Q02543,ORF3A,Q02543,Negative
NSP7~P17612,NSP7,P17612,Negative
ORF3A~Q9NQ55,ORF3A,Q9NQ55,Negative
NSP5_C145A~Q6PK81,NSP5_C145A,Q6PK81,Negative
S~Q8IXM6,S,Q8IXM6,Negative
ORF3B~Q9H0E2,ORF3B,Q9H0E2,Negative
NSP1~P14625,NSP1,P14625,Negative
ORF9C~Q5JVF3,ORF9C,Q5JVF3,Negative
ORF8B~Q9NYZ3,ORF8B,Q9NYZ3,Negative
NSP13~Q12983,NSP13,Q12983,Negative
NSP16~Q12772,NSP16,Q12772,Negative
ORF9B~P61158,ORF9B,P61158,Negative
NSP4~P11177,NSP4,P11177,Negative
NSP4~Q5BJH7,NSP4,Q5BJH7,Negative
NSP4~Q8N9T8,NSP4,Q8N9T8,Negative
ORF8A~Q8NFZ5,ORF8A,Q8NFZ5,Negative
ORF9C~Q5H8A4,ORF9C,Q5H8A4,Negative
ORF6~Q8N5N7,ORF6,Q8N5N7,Negative
NSP13~Q9P2W9,NSP13,Q9P2W9,Negative
ORF3A~Q9H845,ORF3A,Q9H845,Negative
NSP10~Q9UGI8,NSP10,Q9UGI8,Negative
NSP10~O15014,NSP10,O15014,Negative
ORF7A~O14908,ORF7A,O14908,Negative
NSP11~P23634,NSP11,P23634,Negative
S~Q6DKI1,S,Q6DKI1,Negative
M~Q96JB2,M,Q96JB2,Negative
NSP5_C145A~Q92624,NSP5_C145A,Q92624,Negative
NSP7~Q02040,NSP7,Q02040,Negative
NSP7~Q7Z4H8,NSP7,Q7Z4H8,Negative
S~Q9BQ95,S,Q9BQ95,Negative
NSP1~Q8TBP6,NSP1,Q8TBP6,Negative
ORF8B~P30825,ORF8B,P30825,Negative
ORF6~Q2TAY7,ORF6,Q2TAY7,Negative
ORF8A~Q9HCE1,ORF8A,Q9HCE1,Negative
ORF7A~Q96JJ7,ORF7A,Q96JJ7,Negative
NSP13~P78318,NSP13,P78318,Negative
NSP7~Q99547,NSP7,Q99547,Negative
S~P31146,S,P31146,Negative
NSP2~P17858,NSP2,P17858,Negative
NSP7~O95772,NSP7,O95772,Negative
NSP16~Q92542,NSP16,Q92542,Negative
NSP14~Q15125,NSP14,Q15125,Negative
NSP10~O00116,NSP10,O00116,Negative
ORF3B~Q9NVH2,ORF3B,Q9NVH2,Negative
NSP7~O14524,NSP7,O14524,Negative
ORF7A~Q96TC7,ORF7A,Q96TC7,Negative
ORF3A~P51148,ORF3A,P51148,Negative
NSP4~Q8NDV7,NSP4,Q8NDV7,Negative
ORF9C~Q9HB90,ORF9C,Q9HB90,Negative
NSP1~O75821,NSP1,O75821,Negative
NSP16~Q96AA3,NSP16,Q96AA3,Negative
NSP11~Q7LBR1,NSP11,Q7LBR1,Negative
N~Q06481,N,Q06481,Negative
NSP14~Q9C0E2,NSP14,Q9C0E2,Negative
ORF6~Q8N3C7,ORF6,Q8N3C7,Negative
ORF6~Q96M69,ORF6,Q96M69,Negative
NSP5~Q9UGM6,NSP5,Q9UGM6,Negative
NSP15~P27482,NSP15,P27482,Negative
NSP1~Q5T1Q4,NSP1,Q5T1Q4,Negative
NSP11~Q9NYQ8,NSP11,Q9NYQ8,Negative
NSP16~P61313,NSP16,P61313,Negative
ORF8B~P13667,ORF8B,P13667,Negative
NSP15~Q9NZ45,NSP15,Q9NZ45,Negative
NSP1~Q93009,NSP1,Q93009,Negative
NSP5~Q9Y6M9,NSP5,Q9Y6M9,Negative
ORF7A~Q4G0I0,ORF7A,Q4G0I0,Negative
ORF9C~P18077,ORF9C,P18077,Negative
NSP4~P17655,NSP4,P17655,Negative
NSP12~P35244,NSP12,P35244,Negative
NSP10~P27797,NSP10,P27797,Negative
NSP12~Q53FT3,NSP12,Q53FT3,Negative
NSP15~Q92820,NSP15,Q92820,Negative
ORF8A~P15954,ORF8A,P15954,Negative
M~Q5SVZ6,M,Q5SVZ6,Negative
ORF3A~Q8IYU8,ORF3A,Q8IYU8,Negative
NSP15~Q14696,NSP15,Q14696,Negative
N~Q9NUQ2,N,Q9NUQ2,Negative
ORF6~Q9H7H0,ORF6,Q9H7H0,Negative
ORF9C~Q14192,ORF9C,Q14192,Negative
S~Q5T1J5,S,Q5T1J5,Negative
ORF8A~Q13310,ORF8A,Q13310,Negative
NSP5_C145A~Q8TAD8,NSP5_C145A,Q8TAD8,Negative
E~O15014,E,O15014,Negative
NSP16~Q8NDI1,NSP16,Q8NDI1,Negative
ORF3A~Q9NSE4,ORF3A,Q9NSE4,Negative
NSP9~Q06481,NSP9,Q06481,Negative
ORF8A~O95197,ORF8A,O95197,Negative
ORF8A~Q9H7F0,ORF8A,Q9H7F0,Negative
NSP12~Q15041,NSP12,Q15041,Negative
N~Q13310,N,Q13310,Negative
NSP16~Q5EBL8,NSP16,Q5EBL8,Negative
NSP13~Q9GZR2,NSP13,Q9GZR2,Negative
M~P62917,M,P62917,Negative
NSP16~Q9Y2B2,NSP16,Q9Y2B2,Negative
N~P42345,N,P42345,Negative
NSP5_C145A~Q76I76,NSP5_C145A,Q76I76,Negative
M~Q8NBM4,M,Q8NBM4,Negative
NSP5~Q9NSE4,NSP5,Q9NSE4,Negative
ORF9C~Q9ULL5,ORF9C,Q9ULL5,Negative
NSP12~Q2M296,NSP12,Q2M296,Negative
ORF3B~A3KN83,ORF3B,A3KN83,Negative
ORF8A~Q96II8,ORF8A,Q96II8,Negative
NSP1~P16591,NSP1,P16591,Negative
NSP9~Q7KZF4,NSP9,Q7KZF4,Negative
NSP9~Q9Y4P3,NSP9,Q9Y4P3,Negative
NSP15~P35244,NSP15,P35244,Negative
NSP5~Q96NT3,NSP5,Q96NT3,Negative
ORF8B~Q9UBU6,ORF8B,Q9UBU6,Negative
NSP2~Q96S44,NSP2,Q96S44,Negative
NSP4~Q9H2J7,NSP4,Q9H2J7,Negative
ORF9C~Q9NTI5,ORF9C,Q9NTI5,Negative
NSP2~P10071,NSP2,P10071,Negative
NSP13~Q96P70,NSP13,Q96P70,Negative
NSP5~Q9NZI8,NSP5,Q9NZI8,Negative
NSP14~Q9NVI1,NSP14,Q9NVI1,Negative
ORF3B~Q14789,ORF3B,Q14789,Negative
S~Q9H9S3,S,Q9H9S3,Negative
NSP5_C145A~Q96II8,NSP5_C145A,Q96II8,Negative
E~Q6PK81,E,Q6PK81,Negative
N~Q13868,N,Q13868,Negative
ORF8A~O60427,ORF8A,O60427,Negative
NSP5_C145A~Q8TEQ8,NSP5_C145A,Q8TEQ8,Negative
NSP8~Q96H55,NSP8,Q96H55,Negative
ORF3A~Q99733,ORF3A,Q99733,Negative
ORF3B~Q7L5Y9,ORF3B,Q7L5Y9,Negative
NSP6~Q96T76,NSP6,Q96T76,Negative
ORF3A~P18124,ORF3A,P18124,Negative
M~Q6P1A2,M,Q6P1A2,Negative
ORF9B~Q16513,ORF9B,Q16513,Negative
S~Q8N2G8,S,Q8N2G8,Negative
NSP12~Q12968,NSP12,Q12968,Negative
NSP7~P15170,NSP7,P15170,Negative
ORF6~Q9UHD8,ORF6,Q9UHD8,Negative
NSP1~Q92616,NSP1,Q92616,Negative
NSP8~Q9H2C2,NSP8,Q9H2C2,Negative
ORF3A~Q15386,ORF3A,Q15386,Negative
NSP12~Q9BSK2,NSP12,Q9BSK2,Negative
NSP11~Q9C0D3,NSP11,Q9C0D3,Negative
ORF8B~O00116,ORF8B,O00116,Negative
ORF7A~Q8TF46,ORF7A,Q8TF46,Negative
NSP14~Q9C0C7,NSP14,Q9C0C7,Negative
ORF6~Q9BVK8,ORF6,Q9BVK8,Negative
ORF3B~P55884,ORF3B,P55884,Negative
S~Q13535,S,Q13535,Negative
NSP15~Q14449,NSP15,Q14449,Negative
NSP11~O60231,NSP11,O60231,Negative
ORF9C~Q96D53,ORF9C,Q96D53,Negative
N~P54707,N,P54707,Negative
NSP14~Q70EL4,NSP14,Q70EL4,Negative
ORF8A~Q9H0I2,ORF8A,Q9H0I2,Negative
S~Q9Y605,S,Q9Y605,Negative
ORF9B~Q9BW61,ORF9B,Q9BW61,Negative
N~Q93062,N,Q93062,Negative
NSP15~Q96A54,NSP15,Q96A54,Negative
NSP12~Q4G0I0,NSP12,Q4G0I0,Negative
NSP5_C145A~P00167,NSP5_C145A,P00167,Negative
M~Q969V3,M,Q969V3,Negative
M~Q14410,M,Q14410,Negative
NSP5~A0FGR8,NSP5,A0FGR8,Negative
M~Q09161,M,Q09161,Negative
ORF3A~Q8N8K9,ORF3A,Q8N8K9,Negative
NSP2~Q9NSE4,NSP2,Q9NSE4,Negative
N~P82675,N,P82675,Negative
M~Q9NYZ3,M,Q9NYZ3,Negative
NSP15~O15014,NSP15,O15014,Negative
NSP5~Q8IXQ4,NSP5,Q8IXQ4,Negative
N~Q6PKG0,N,Q6PKG0,Negative
NSP9~Q8N9T8,NSP9,Q8N9T8,Negative
ORF3B~Q00987,ORF3B,Q00987,Negative
E~Q96IZ5,E,Q96IZ5,Negative
NSP5~Q96GC9,NSP5,Q96GC9,Negative
ORF8B~O60231,ORF8B,O60231,Negative
ORF9C~Q9Y6N1,ORF9C,Q9Y6N1,Negative
NSP2~Q9H9P8,NSP2,Q9H9P8,Negative
NSP14~Q96P16,NSP14,Q96P16,Negative
ORF3B~Q8N3C7,ORF3B,Q8N3C7,Negative
ORF3B~Q8N5G2,ORF3B,Q8N5G2,Negative
NSP8~Q7LGA3,NSP8,Q7LGA3,Negative
M~Q9NZR1,M,Q9NZR1,Negative
ORF7A~Q96ER9,ORF7A,Q96ER9,Negative
NSP5_C145A~Q9Y289,NSP5_C145A,Q9Y289,Negative
NSP1~Q9UBV7,NSP1,Q9UBV7,Negative
ORF6~Q9H920,ORF6,Q9H920,Negative
NSP11~Q86YT6,NSP11,Q86YT6,Negative
NSP5~P98194,NSP5,P98194,Negative
E~Q92879,E,Q92879,Negative
NSP7~Q9UFG5,NSP7,Q9UFG5,Negative
NSP10~Q9ULF5,NSP10,Q9ULF5,Negative
N~O14981,N,O14981,Negative
ORF3B~P13994,ORF3B,P13994,Negative
NSP14~P27105,NSP14,P27105,Negative
M~P18085,M,P18085,Negative
NSP13~Q5EBL8,NSP13,Q5EBL8,Negative
ORF9C~Q9H7E9,ORF9C,Q9H7E9,Negative
NSP4~Q6DD87,NSP4,Q6DD87,Negative
NSP16~Q9GZP9,NSP16,Q9GZP9,Negative
NSP9~O15162,NSP9,O15162,Negative
NSP16~P11177,NSP16,P11177,Negative
NSP6~Q14974,NSP6,Q14974,Negative
N~A0A1W2PR82,N,A0A1W2PR82,Negative
NSP6~Q9UHD2,NSP6,Q9UHD2,Negative
NSP15~P09132,NSP15,P09132,Negative
NSP10~Q8N998,NSP10,Q8N998,Negative
ORF9B~Q96HV5,ORF9B,Q96HV5,Negative
NSP8~P68400,NSP8,P68400,Negative
N~Q9NXH9,N,Q9NXH9,Negative
NSP5~Q9H7Z7,NSP5,Q9H7Z7,Negative
NSP8~Q99613,NSP8,Q99613,Negative
NSP5_C145A~Q96GE4,NSP5_C145A,Q96GE4,Negative
NSP11~Q9Y276,NSP11,Q9Y276,Negative
ORF9C~P50548,ORF9C,P50548,Negative
NSP12~Q99990,NSP12,Q99990,Negative
ORF8A~O60613,ORF8A,O60613,Negative
M~Q7Z7A3,M,Q7Z7A3,Negative
S~Q96KC2,S,Q96KC2,Negative
ORF9B~Q8TD31,ORF9B,Q8TD31,Negative
ORF6~Q86XP3,ORF6,Q86XP3,Negative
ORF7A~Q5BKZ1,ORF7A,Q5BKZ1,Negative
E~P33527,E,P33527,Negative
NSP11~P31948,NSP11,P31948,Negative
NSP11~Q6NYC1,NSP11,Q6NYC1,Negative
NSP4~O15182,NSP4,O15182,Negative
E~Q9BTV4,E,Q9BTV4,Negative
NSP4~Q9NWS8,NSP4,Q9NWS8,Negative
ORF9C~Q9NRD5,ORF9C,Q9NRD5,Negative
NSP9~Q7L2E3,NSP9,Q7L2E3,Negative
NSP12~Q8NDV7,NSP12,Q8NDV7,Negative
NSP16~Q9UKK9,NSP16,Q9UKK9,Negative
NSP11~Q86YV9,NSP11,Q86YV9,Negative
NSP15~Q92540,NSP15,Q92540,Negative
N~Q6UW02,N,Q6UW02,Negative
ORF8B~P22392,ORF8B,P22392,Negative
ORF6~Q5VW38,ORF6,Q5VW38,Negative
M~Q96D53,M,Q96D53,Negative
ORF8A~Q9UHD1,ORF8A,Q9UHD1,Negative
NSP5~P55884,NSP5,P55884,Negative
ORF6~Q9GZM5,ORF6,Q9GZM5,Negative
ORF3B~Q8NEN9,ORF3B,Q8NEN9,Negative
ORF8A~Q9H0H0,ORF8A,Q9H0H0,Negative
NSP12~Q96EC8,NSP12,Q96EC8,Negative
NSP12~Q96QR8,NSP12,Q96QR8,Negative
NSP4~Q9NRK6,NSP4,Q9NRK6,Negative
NSP8~Q8IW35,NSP8,Q8IW35,Negative
NSP12~O00566,NSP12,O00566,Negative
M~Q9Y4C1,M,Q9Y4C1,Negative
NSP8~O43822,NSP8,O43822,Negative
N~Q96S52,N,Q96S52,Negative
NSP8~Q9UHR6,NSP8,Q9UHR6,Negative
ORF9C~Q86XP3,ORF9C,Q86XP3,Negative
NSP12~P13984,NSP12,P13984,Negative
ORF9C~Q5SVS4,ORF9C,Q5SVS4,Negative
NSP16~O75489,NSP16,O75489,Negative
NSP1~P23526,NSP1,P23526,Negative
ORF7A~O94829,ORF7A,O94829,Negative
NSP13~O95373,NSP13,O95373,Negative
ORF9C~Q9P1U0,ORF9C,Q9P1U0,Negative
ORF7A~Q8WU58,ORF7A,Q8WU58,Negative
ORF6~P00414,ORF6,P00414,Negative
NSP6~Q6NUK1,NSP6,Q6NUK1,Negative
NSP8~P21359,NSP8,P21359,Negative
ORF8A~P50395,ORF8A,P50395,Negative
NSP5_C145A~Q5F1R6,NSP5_C145A,Q5F1R6,Negative
ORF3B~Q9C0B5,ORF3B,Q9C0B5,Negative
NSP13~Q8N8K9,NSP13,Q8N8K9,Negative
ORF3A~Q15185,ORF3A,Q15185,Negative
NSP9~P36507,NSP9,P36507,Negative
NSP6~Q9Y519,NSP6,Q9Y519,Negative
N~P54277,N,P54277,Negative
ORF3B~O75352,ORF3B,O75352,Negative
NSP5_C145A~Q8IW35,NSP5_C145A,Q8IW35,Negative
NSP12~Q8N4Q1,NSP12,Q8N4Q1,Negative
NSP15~O94874,NSP15,O94874,Negative
S~Q9BXS9,S,Q9BXS9,Negative
NSP7~Q8NB49,NSP7,Q8NB49,Negative
N~Q9UKV3,N,Q9UKV3,Negative
NSP7~Q9NUN5,NSP7,Q9NUN5,Negative
NSP6~Q14152,NSP6,Q14152,Negative
NSP9~Q9NVH2,NSP9,Q9NVH2,Negative
NSP6~P11940,NSP6,P11940,Negative
NSP11~O00273,NSP11,O00273,Negative
NSP14~Q96QD8,NSP14,Q96QD8,Negative
